experiment_id,task_id,model_name,response,ref_solution,design_rtl,output_tb,user_prompt,cot_response,signals_for_validity
qwen3base14b_machine,FVEval-NL2SVA-Machine-97,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_F != sig_C) |-> ##1 (sig_B == 0));
```","assert property(@(posedge clk)
	(sig_F !== sig_C) |-> ##1 !sig_B
);","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_C,
    input [5:0] sig_F
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_C,
    input [5:0] sig_F
);
endmodule","When sig_F is different from sig_C, sig_B will be low on the following clock cycle",,"sig_B,sig_C,sig_F"
qwen3base14b_machine,FVEval-NL2SVA-Machine-98,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ( ~sig_J != {5{~(^sig_F)}} ) |-> (sig_C ^ sig_G)
);
```","assert property(@(posedge clk)
	(~sig_J !== (~^sig_F)) |-> (sig_C ^ sig_G)
);","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input [4:0] sig_F,
    input [4:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input [4:0] sig_F,
    input [4:0] sig_J
);
endmodule","If the bitwise negation of sig_J is not equal to the negated XOR reduction of sig_F, then the logical XOR of sig_C and sig_G must be true",,"sig_C,sig_G,sig_F,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-99,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_D != 1) || (!sig_A)) |-> (##[5:9] sig_G)
);
```","assert property (@(posedge clk)
    (sig_D !== 1'b1 || !sig_A) |-> ##[5:9] sig_G
);","module testbench (
    input clk,
    input sig_A,
    input sig_G,
    input [6:0] sig_D
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_G,
    input [6:0] sig_D
);
endmodule","If sig_D is not equal to 1 or sig_A is false, then within 5 to 9 cycles, sig_G must be true",,"sig_A,sig_G,sig_D"
qwen3base14b_machine,FVEval-NL2SVA-Machine-100,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (({7{ (~(|sig_J)) ^ (~(|sig_C)) }} ^ sig_G) == 7'b1111111) |-> ##4 (sig_A && sig_B)
);
```","assert property(@(posedge clk)
	((~|sig_J ^ ~|sig_C) ^ sig_G) |-> ##4 (sig_A && sig_B)
);","module testbench (
    input clk,
    input sig_A,
    input sig_B,
    input [6:0] sig_C,
    input [6:0] sig_G,
    input [6:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_B,
    input [6:0] sig_C,
    input [6:0] sig_G,
    input [6:0] sig_J
);
endmodule","If the bitwise NOR reduction of sig_J XORed with the bitwise NOR reduction of sig_C, XORed with sig_G, is true, then after exactly 4 clock cycles, both sig_A and sig_B will be high",,"sig_A,sig_B,sig_C,sig_G,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-101,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_J && (sig_D == sig_C)) |-> (sig_H || (sig_D != 0))
);
```","assert property(@(posedge clk)
	(sig_J && (sig_D === sig_C)) |-> (sig_H || (sig_D != 1'b0))
);","module testbench (
    input clk,
    input sig_H,
    input sig_J,
    input [6:0] sig_C,
    input [6:0] sig_D
);
endmodule","module testbench (
    input clk,
    input sig_H,
    input sig_J,
    input [6:0] sig_C,
    input [6:0] sig_D
);
endmodule","Whenever sig_J is high and sig_D is equal to sig_C, then sig_H is high or sig_D is nonzero",,"sig_H,sig_J,sig_C,sig_D"
qwen3base14b_machine,FVEval-NL2SVA-Machine-102,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_G == 0) |-> ((sig_A == sig_G) != (sig_D & sig_G)));
```","assert property (@(posedge clk)
    !sig_G |-> ((sig_A == sig_G) != (sig_D & sig_G))
);","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input sig_G
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input sig_G
);
endmodule","When sig_G is low, it must be true that (sig_A equals sig_G) is not equal to (sig_D and sig_G)",,"sig_A,sig_D,sig_G"
qwen3base14b_machine,FVEval-NL2SVA-Machine-103,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_A | sig_D) == (sig_F | sig_H)) |-> ##1 (sig_C < sig_J)
);
```","assert property(@(posedge clk)
	((sig_A | sig_D) === (sig_F | sig_H)) |=> (sig_C < sig_J)
);","module testbench (
    input clk,
    input [5:0] sig_A,
    input [5:0] sig_C,
    input [5:0] sig_D,
    input [5:0] sig_F,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_A,
    input [5:0] sig_C,
    input [5:0] sig_D,
    input [5:0] sig_F,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","When (sig_A bitwise-OR sig_D) has the same value as (sig_F bitwise-OR sig_H), sig_C must be less than sig_J in the subsequent cycle",,"sig_A,sig_C,sig_D,sig_F,sig_H,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-104,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    sig_G |-> ##1 sig_E
);
```","assert property(@(posedge clk)
	sig_G |=> sig_E
);","module testbench (
    input clk,
    input sig_E,
    input sig_G
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_G
);
endmodule","If sig_G is true, then sig_E must be true in the next cycle",,"sig_E,sig_G"
qwen3base14b_machine,FVEval-NL2SVA-Machine-106,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_E && (sig_H || sig_F)) |-> ##3 sig_E);
```","assert property(@(posedge clk)
	(sig_E && (sig_H || sig_F)) |-> ##3 sig_E
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","If sig_E is high and either sig_H or sig_F is high, then sig_E will be high three clock cycles later",,"sig_E,sig_F,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-107,qwen3base14b,"```systemverilog
assert property (@(posedge clk) 
    (sig_G |-> (##1 (sig_B != 8'hFF)))
);
```","assert property(@(posedge clk)
	sig_G |=> ~&sig_B
);","module testbench (
    input clk,
    input sig_G,
    input [7:0] sig_B
);
endmodule","module testbench (
    input clk,
    input sig_G,
    input [7:0] sig_B
);
endmodule","If sig_G is true, then sig_B must not contain all '1' bits in the next cycle",,"sig_G,sig_B"
qwen3base14b_machine,FVEval-NL2SVA-Machine-108,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_C && (sig_H != sig_E)) || (~sig_C && (sig_H == sig_E))) |=> (sig_D != 8'h00)
);
```","assert property(@(posedge clk)
	(sig_C ^ (sig_H === sig_E)) |=> |sig_D
);","module testbench (
    input clk,
    input sig_C,
    input [7:0] sig_D,
    input [7:0] sig_E,
    input [7:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input [7:0] sig_D,
    input [7:0] sig_E,
    input [7:0] sig_H
);
endmodule","If sig_C is high and sig_H is different from sig_E, or if sig_C is low and sig_H is the same as sig_E, then sig_D must contain at least one '1' bit in the next cycle",,"sig_C,sig_D,sig_E,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-109,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_G <= sig_H || ~(^sig_F))
);
```","assert property (@(posedge clk)
    (sig_G <= sig_H) || (~^sig_F)
);","module testbench (
    input clk,
    input [5:0] sig_F,
    input [5:0] sig_G,
    input [5:0] sig_H
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_F,
    input [5:0] sig_G,
    input [5:0] sig_H
);
endmodule",sig_G is less than or equal to sig_H or the exclusive NOR reduction of sig_F is true,,"sig_F,sig_G,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-110,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ( (|sig_C) ^ (~sig_J) ) && (|sig_C) |-> (##1 (sig_F && sig_C))
);
```","assert property(@(posedge clk)
	((|sig_C ^ !sig_J) && (sig_C != 1'b0)) |-> ##1 (sig_F && sig_C)
);","module testbench (
    input clk,
    input sig_F,
    input sig_J,
    input [7:0] sig_C
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input sig_J,
    input [7:0] sig_C
);
endmodule","If (the bitwise OR reduction of sig_C) XOR (NOT sig_J) is true and sig_C is nonzero, then after one cycle, sig_F and sig_C will be both high",,"sig_F,sig_J,sig_C"
qwen3base14b_machine,FVEval-NL2SVA-Machine-111,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_B == sig_H) && ((~(|sig_C)) ^ sig_A) == 1
);
```","assert property(@(posedge clk)
	((sig_B === sig_H) & (~|sig_C ^ sig_A)) == 1'b1
);","module testbench (
    input clk,
    input [6:0] sig_A,
    input [6:0] sig_B,
    input [6:0] sig_C,
    input [6:0] sig_H
);
endmodule","module testbench (
    input clk,
    input [6:0] sig_A,
    input [6:0] sig_B,
    input [6:0] sig_C,
    input [6:0] sig_H
);
endmodule",(sig_B is equal to sig_H) AND ((the bitwise NOR reduction of sig_C) XOR sig_A) equals 1,,"sig_A,sig_B,sig_C,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-112,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (past(sig_A) && !sig_A) |-> (##1 (sig_I != sig_B))
);
```","assert property(@(posedge clk)
	$fell(sig_A) |=> (sig_I !== sig_B)
);","module testbench (
    input clk,
    input sig_A,
    input [7:0] sig_B,
    input [7:0] sig_I
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input [7:0] sig_B,
    input [7:0] sig_I
);
endmodule","If sig_A transitions from high to low, then sig_I must not equal sig_B in the next cycle",,"sig_A,sig_B,sig_I"
qwen3base14b_machine,FVEval-NL2SVA-Machine-113,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_D != 7'd1) |-> (##[5:8] ((sig_H & sig_E) != (~sig_J & sig_F)))
);
```","assert property(@(posedge clk)
	(sig_D !== 1'b1) |-> ##[5:8] ((sig_H && sig_E) ^ (!sig_J && sig_F))
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H,
    input sig_J,
    input [6:0] sig_D
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H,
    input sig_J,
    input [6:0] sig_D
);
endmodule","If sig_D is not equal to 1, then between 5 to 8 clock cycles later, the logic AND of sig_H and sig_E must differ from the logic AND of !sig_J and sig_F",,"sig_E,sig_F,sig_H,sig_J,sig_D"
qwen3base14b_machine,FVEval-NL2SVA-Machine-114,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_J <= sig_I) -> (sig_A != (sig_H != sig_J))
);
```","assert property (@(posedge clk)
    (sig_J <= sig_I) |-> (sig_A != (sig_H != sig_J))
);","module testbench (
    input clk,
    input sig_A,
    input sig_H,
    input [5:0] sig_I,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_H,
    input [5:0] sig_I,
    input [5:0] sig_J
);
endmodule","If sig_J is less than or equal to sig_I, then sig_A must be different from the result of (sig_H not equal to sig_J)",,"sig_A,sig_H,sig_I,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-115,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_E !== sig_I));
```","assert property(@(posedge clk)
	always(sig_E != sig_I)
);","module testbench (
    input clk,
    input [4:0] sig_E,
    input [4:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_E,
    input [4:0] sig_I
);
endmodule",The values of sig_E and sig_I must always be different,,"sig_E,sig_I"
qwen3base14b_machine,FVEval-NL2SVA-Machine-116,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_I < sig_A) == ~sig_H) |-> (sig_D && !next(sig_D))
);
```","assert property(@(posedge clk)
	((sig_I < sig_A) === !sig_H) |=> $fell(sig_D)
);","module testbench (
    input clk,
    input sig_D,
    input sig_H,
    input [4:0] sig_A,
    input [4:0] sig_I
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_H,
    input [4:0] sig_A,
    input [4:0] sig_I
);
endmodule","If (the value of sig_I is less than sig_A) is logically equivalent to sig_H being low, then sig_D will transition from high to low at the next clock cycle",,"sig_D,sig_H,sig_A,sig_I"
qwen3base14b_machine,FVEval-NL2SVA-Machine-117,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_J || (sig_E < sig_B)));
```","assert property(@(posedge clk)
	(sig_J || (sig_E < sig_B))
);","module testbench (
    input clk,
    input sig_J,
    input [7:0] sig_B,
    input [7:0] sig_E
);
endmodule","module testbench (
    input clk,
    input sig_J,
    input [7:0] sig_B,
    input [7:0] sig_E
);
endmodule",sig_J is high or sig_E is less than sig_B,,"sig_J,sig_B,sig_E"
qwen3base14b_machine,FVEval-NL2SVA-Machine-118,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_D != sig_E)
);
```","assert property(@(posedge clk)
	(sig_D !== sig_E)
);","module testbench (
    input clk,
    input [6:0] sig_D,
    input [6:0] sig_E
);
endmodule","module testbench (
    input clk,
    input [6:0] sig_D,
    input [6:0] sig_E
);
endmodule",sig_D is not equal to sig_E,,"sig_D,sig_E"
qwen3base14b_machine,FVEval-NL2SVA-Machine-119,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_J || sig_E) || (sig_B && sig_F)
);
```","assert property(@(posedge clk)
	((sig_J || sig_E) || (sig_B && sig_F))
);","module testbench (
    input clk,
    input sig_B,
    input sig_E,
    input sig_F,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_E,
    input sig_F,
    input sig_J
);
endmodule","Either sig_J or sig_E must be high, or both sig_B and sig_F must be high",,"sig_B,sig_E,sig_F,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-120,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_F != 0 || sig_E == sig_F) |-> ##2 (sig_E != 1)
);
```","assert property(@(posedge clk)
	((sig_F != 1'b0) || (sig_E === sig_F)) |-> ##2 (sig_E !== 1'b1)
);","module testbench (
    input clk,
    input [3:0] sig_E,
    input [3:0] sig_F
);
endmodule","module testbench (
    input clk,
    input [3:0] sig_E,
    input [3:0] sig_F
);
endmodule","If sig_F is nonzero or sig_E is equal to sig_F, then two cycles later, sig_E must not be 1",,"sig_E,sig_F"
qwen3base14b_machine,FVEval-NL2SVA-Machine-122,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    sig_E |-> (sig_H || sig_F)
);
```","assert property(@(posedge clk)
	sig_E |-> always((sig_H || sig_F))
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","If sig_E is true, then it must always be that either sig_H is high or sig_F is high",,"sig_E,sig_F,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-123,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_B[4] ^ sig_B[3] ^ sig_B[2] ^ sig_B[1] ^ sig_B[0]) ^ 
     (sig_I[4] ^ sig_I[3] ^ sig_I[2] ^ sig_I[1] ^ sig_I[0])) == sig_F |-> stable(sig_J)
);
```","assert property(@(posedge clk)
	( ( (^sig_B) ^ (^sig_I) ) == sig_F) |-> $stable(sig_J)
);","module testbench (
    input clk,
    input sig_F,
    input [4:0] sig_B,
    input [4:0] sig_I,
    input [4:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input [4:0] sig_B,
    input [4:0] sig_I,
    input [4:0] sig_J
);
endmodule","If (the parity of the '1's in sig_B XORed that of sig_I) equals to sig_F, then sig_J should remain stable",,"sig_F,sig_B,sig_I,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-124,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_E != sig_J)
);
```","assert property(@(posedge clk)
	(sig_E ^ sig_J)
);","module testbench (
    input clk,
    input [4:0] sig_E,
    input [4:0] sig_J
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_E,
    input [4:0] sig_J
);
endmodule",sig_E is different from the value of sig_J,,"sig_E,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-125,qwen3base14b,"```systemverilog
assert property (@(posedge clk) sig_J |-> (##[5:8] ((sig_E <= sig_I) != sig_F)));
```","assert property(@(posedge clk)
	sig_J |-> ##[5:8] ((sig_E <= sig_I) !== sig_F)
);","module testbench (
    input clk,
    input sig_F,
    input sig_J,
    input [6:0] sig_E,
    input [6:0] sig_I
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input sig_J,
    input [6:0] sig_E,
    input [6:0] sig_I
);
endmodule","If sig_J is true, then between 5 to 8 cycles later, (the value of sig_E being less than or equal to sig_I) must differ from sig_F",,"sig_F,sig_J,sig_E,sig_I"
qwen3base14b_machine,FVEval-NL2SVA-Machine-126,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    sig_E |-> ##3 ( ( (~sig_I | sig_D) ^ (sig_H ^ ~(|sig_J)) ) == 8'b00000001 )
);
```","assert property (@(posedge clk)
    sig_E |-> ##3 ( ((~sig_I | sig_D) ^ (sig_H ^ ~(|sig_J))) == 1'b1 )
);","module testbench (
    input clk,
    input sig_E,
    input [7:0] sig_D,
    input [7:0] sig_H,
    input [7:0] sig_I,
    input [7:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input [7:0] sig_D,
    input [7:0] sig_H,
    input [7:0] sig_I,
    input [7:0] sig_J
);
endmodule","If sig_E is true, then three cycles later, the bitwise-XOR of (bitwise-NOT sig_I bitwise-OR sig_D) and (sig_H bitwise-XOR the bitwise-NOR reduction of sig_J) must be 1",,"sig_E,sig_D,sig_H,sig_I,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-127,qwen3base14b,"```systemverilog
assert property (@(posedge clk) ( (sig_G != 1) || (sig_D == sig_E) ) |-> !eventually (sig_J == 4'hF) );
```","assert property(@(posedge clk)
	((sig_G !== 1'b1) || (sig_D === sig_E)) |-> ##[0:$] (~&sig_J)
);","module testbench (
    input clk,
    input [3:0] sig_D,
    input [3:0] sig_E,
    input [3:0] sig_G,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input [3:0] sig_D,
    input [3:0] sig_E,
    input [3:0] sig_G,
    input [3:0] sig_J
);
endmodule","If sig_G is not equal to 1 or sig_D is equal to sig_E, then sig_J must not be all '1' bits eventually",,"sig_D,sig_E,sig_G,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-128,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_E ^ sig_B) == sig_C
);
```","assert property(@(posedge clk)
	((sig_E ^ sig_B) === sig_C)
);","module testbench (
    input clk,
    input [6:0] sig_B,
    input [6:0] sig_C,
    input [6:0] sig_E
);
endmodule","module testbench (
    input clk,
    input [6:0] sig_B,
    input [6:0] sig_C,
    input [6:0] sig_E
);
endmodule",The XOR of sig_E and sig_B must always equal sig_C,,"sig_B,sig_C,sig_E"
qwen3base14b_machine,FVEval-NL2SVA-Machine-129,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_H > sig_B) |-> (##1 sig_D));
```","assert property(@(posedge clk)
	(sig_H > sig_B) |=> sig_D
);","module testbench (
    input clk,
    input sig_D,
    input [6:0] sig_B,
    input [6:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input [6:0] sig_B,
    input [6:0] sig_H
);
endmodule","If sig_H is greater than sig_B, then sig_D must be true on the next clock cycle",,"sig_D,sig_B,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-130,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_J || sig_A || ($countones(sig_C) % 2 == 1))
);
```","assert property(@(posedge clk)
	((sig_J || ^sig_C) || sig_A)
);","module testbench (
    input clk,
    input sig_A,
    input sig_J,
    input [7:0] sig_C
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_J,
    input [7:0] sig_C
);
endmodule","Either sig_J is true, or sig_C has an odd number of 1's, or sig_A is true",,"sig_A,sig_J,sig_C"
qwen3base14b_machine,FVEval-NL2SVA-Machine-131,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_F && (|sig_D)) |=> sig_E);
```","assert property (@(posedge clk)
    (sig_F && (|sig_D)) |=> sig_E
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input [6:0] sig_D
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input [6:0] sig_D
);
endmodule","If sig_F is true and sig_D has at least one '1' bit, then sig_E will be true in the next cycle",,"sig_E,sig_F,sig_D"
qwen3base14b_machine,FVEval-NL2SVA-Machine-132,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_G | sig_H) |-> (##[1:6] sig_C));
```","assert property(@(posedge clk)
	(sig_G || sig_H) |-> ##[1:6] sig_C
);","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input sig_H
);
endmodule","If either sig_G or sig_H is true, then sig_C must become true within 1 to 6 clock cycles",,"sig_C,sig_G,sig_H"
qwen3base14b_machine,FVEval-NL2SVA-Machine-133,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_E != 1'b1) == (sig_B == 0)
);
```","assert property (@(posedge clk)
    (sig_E != 1'b1) == (!sig_B)
);","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_E
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_E
);
endmodule",sig_E must be not equal to 1'b1 if and only if sig_B is false,,"sig_B,sig_E"
qwen3base14b_machine,FVEval-NL2SVA-Machine-134,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_D | (sig_E & sig_J))
);
```","assert property(@(posedge clk)
	(sig_D || (sig_E && sig_J))
);","module testbench (
    input clk,
    input sig_D,
    input sig_E,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_E,
    input sig_J
);
endmodule",sig_D must be high or both sig_E and sig_J must be high,,"sig_D,sig_E,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-135,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_A == ~sig_C) |-> (sig_J ##1 == sig_A)
);
```","assert property(@(posedge clk)
	(sig_A === !sig_C) |=> (sig_J === sig_A)
);","module testbench (
    input clk,
    input sig_A,
    input sig_C,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_C,
    input sig_J
);
endmodule","If sig_A equals to the negation of sig_C, then sig_J must equal sig_A in the next cycle",,"sig_A,sig_C,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-136,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_B |-> ##1 sig_F));
```","assert property(@(posedge clk)
	sig_B |=> sig_F
);","module testbench (
    input clk,
    input sig_B,
    input sig_F
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_F
);
endmodule","If sig_B is true, then sig_F must be true in the following cycle",,"sig_B,sig_F"
qwen3base14b_machine,FVEval-NL2SVA-Machine-138,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_I || sig_J) == 1'b1
);
```","assert property (@(posedge clk)
    (sig_I || sig_J)
);","module testbench (
    input clk,
    input sig_I,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_I,
    input sig_J
);
endmodule",sig_I or sig_J is true,,"sig_I,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-139,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_C && ~(|sig_A)) |-> ##1 (sig_G == sig_I)
);
```","assert property (@(posedge clk)
    (sig_C && !(&sig_A)) |=> (sig_G == sig_I)
);","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input sig_I,
    input [5:0] sig_A
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input sig_G,
    input sig_I,
    input [5:0] sig_A
);
endmodule","If sig_C is high and not all bits in sig_A are high, in the next cycle, sig_G and sig_I must either both be high or both not be high",,"sig_C,sig_G,sig_I,sig_A"
qwen3base14b_machine,FVEval-NL2SVA-Machine-140,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    sig_D |=> (sig_E || (sig_J <= sig_B))
);
```","assert property(@(posedge clk)
	sig_D |=> (sig_E || (sig_J <= sig_B))
);","module testbench (
    input clk,
    input sig_D,
    input sig_E,
    input [5:0] sig_B,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_E,
    input [5:0] sig_B,
    input [5:0] sig_J
);
endmodule","If sig_D is true, then either sig_E must be true or sig_J must be less than or equal to sig_B in the next cycle",,"sig_D,sig_E,sig_B,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-141,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    (sig_J == 4'h0) || (sig_D == 4'hF) || (sig_I && sig_B)
);
```","assert property(@(posedge clk)
	((~|sig_J || &sig_D) || (sig_I && sig_B))
);","module testbench (
    input clk,
    input sig_B,
    input sig_I,
    input [3:0] sig_D,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_I,
    input [3:0] sig_D,
    input [3:0] sig_J
);
endmodule","sig_J is all zeroes or sig_D is all ones, or both sig_I and sig_B are true",,"sig_B,sig_I,sig_D,sig_J"
qwen3base14b_machine,FVEval-NL2SVA-Machine-142,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_D ^ sig_F) != 6'b000001);
```","assert property(@(posedge clk)
	((sig_D ^ sig_F) !== 1'b1)
);","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_F
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_F
);
endmodule",sig_D XOR sig_F must never be equal to 1,,"sig_D,sig_F"
qwen3base14b_machine,FVEval-NL2SVA-Machine-143,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_F && sig_G));
```","assert property(@(posedge clk)
	(sig_F && sig_G)
);","module testbench (
    input clk,
    input sig_F,
    input sig_G
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input sig_G
);
endmodule",sig_F and sig_G must be high,,"sig_F,sig_G"
qwen3base14b_machine,FVEval-NL2SVA-Machine-144,qwen3base14b,"```systemverilog
assert property (@(posedge clk)
    !( (sig_C && (sig_F != 0)) && ((sig_D != 1) && sig_B) )
);
```","assert property (@(posedge clk)
    ( (sig_C && |sig_F) != ( (sig_D != 1) && sig_B ) )
);","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input [4:0] sig_D,
    input [4:0] sig_F
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input [4:0] sig_D,
    input [4:0] sig_F
);
endmodule",(sig_C being true and sig_F containing at least one '1' bit) must be in opposite states to (sig_D not being 1 and sig_B being true),,"sig_B,sig_C,sig_D,sig_F"
qwen3base14b_machine,FVEval-NL2SVA-Machine-145,qwen3base14b,"```systemverilog
assert property (@(posedge clk) (sig_D |=> ##5 sig_J));
```","assert property(@(posedge clk)
	sig_D |-> ##5 sig_J
);","module testbench (
    input clk,
    input sig_D,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_J
);
endmodule","If sig_D becomes high, then after 5 clock cycles, sig_J must be high",,"sig_D,sig_J"
